flow,seed,corr_proxy_raw,corr_proxy_new,corr_true_raw,corr_true_new,rmse_proxy_raw,rmse_proxy_new,rmse_true_raw,rmse_true_new,mae_proxy_raw,mae_proxy_new,mae_true_raw,mae_true_new,pass_rate,delta_corr_proxy,delta_corr_true,delta_rmse_proxy,delta_rmse_true,delta_mae_proxy,delta_mae_true
LambOseen,14,0.9640496568320436,0.9677998386937015,0.973879321578254,0.97743417675533,0.638322609078358,0.6159795537289584,2.2282033903292735,2.2185808085288654,0.423293585626206,0.3914679764476574,1.1695373467711039,1.1423667308495664,95.0,0.0037501818616578753,0.0035548551770759884,0.02234305534939962,0.009622581800408092,0.0318256091785486,0.027170615921537467
LambOseen,15,0.9585880634196219,0.9626884880339338,0.9705684971727572,0.9752909676689062,0.6519125848432443,0.6230989509739872,2.258374327063621,2.25083075062751,0.4776225798821598,0.44053873153275297,1.199693535294658,1.1750192612096915,95.0,0.004100424614311926,0.004722470496149045,0.02881363386925717,0.0075435764361109214,0.03708384834940681,0.024674274084966585
LambOseen,16,0.9504259116161763,0.9568806264985344,0.9694124539190679,0.9748840338440365,0.6408197980933349,0.5974826638739402,2.312139377936829,2.310070633369179,0.46695271754102796,0.42329143482232817,1.2509428741610849,1.2277012560839162,95.0,0.006454714882358159,0.005471579924968606,0.04333713421939467,0.0020687445676501603,0.04366128271869979,0.023241618077168624
LambOseen,17,0.9601625151334611,0.9654746562345563,0.970395566701907,0.9746745905883007,0.6617575705191255,0.6234662205075991,2.240810815363394,2.2413233457878454,0.4739987524305871,0.4344276722828173,1.2078161293825056,1.1786960079259408,95.0,0.005312141101095236,0.004279023886393785,0.03829135001152639,-0.0005125304244515405,0.03957108014776978,0.02912012145656484
LambOseen,18,0.9630306620016849,0.9677664144460177,0.9759193168931463,0.9808126260960275,0.5668111836390068,0.540972115446286,2.3291286258827135,2.3159583848655885,0.41672381162063793,0.3829427319026704,1.2601871275148349,1.2290456056906232,95.0,0.004735752444332886,0.004893309202881224,0.02583906819272086,0.01317024101712505,0.03378107971796751,0.031141521824211704
LambOseen,19,0.9701749217917157,0.9726835857591578,0.9748241684534367,0.9775268988825268,0.5945196842436531,0.5740826407574666,2.2419815151090665,2.241421984928052,0.4227754749975464,0.39635609184545273,1.154411689741351,1.135089267304193,95.0,0.002508663967442093,0.0027027304290900833,0.020437043486186468,0.0005595301810146225,0.02641938315209369,0.019322422437157982
SolidRotation,0,0.09614872251886497,0.10774937823702821,,,0.6140524443843169,0.6086727204927334,0.1672639943371086,0.14607296067397219,0.3742772281207351,0.3627723626385141,0.13357092937594897,0.11447399291214058,95.0,0.011600655718163239,,0.005379723891583588,0.021191033663136405,0.011504865482221016,0.01909693646380839
SolidRotation,1,0.04155947523684556,0.005624704103471043,,,1.0301219808822493,1.0319433094457755,0.1495698110484775,0.12014570785122518,0.4374656699408173,0.4267247966406969,0.11793916803535825,0.09483880450101612,95.0,-0.03593477113337452,,-0.0018213285635262366,0.02942410319725232,0.010740873300120413,0.02310036353434214
SolidRotation,2,0.023021576238190723,0.026853394135537122,,,0.8511714256600574,0.8477407457296794,0.1523473405893229,0.13025680955912933,0.4122397726450702,0.4037252957498031,0.12125392769854491,0.10323542382604117,95.0,0.0038318178973464,,0.0034306799303780444,0.022090531030193566,0.008514476895267131,0.01801850387250374
SolidRotation,3,0.049742719231331896,0.048403189836029016,,,0.7102772756781246,0.7080377269330205,0.14204843739341808,0.12404640608482984,0.3880932992224154,0.3788841507497204,0.11314325079549016,0.09713298774568158,95.0,-0.0013395293953028797,,0.002239548745104125,0.01800203130858824,0.009209148472694995,0.016010263049808585
SolidRotation,4,0.07639777101446656,0.020342780626969762,,,0.7569319549829032,0.761884242111505,0.15275645858575326,0.13154486338224874,0.33174746335047545,0.32240741861383204,0.12075155259015298,0.10370473815901816,95.0,-0.0560549903874968,,-0.00495228712860174,0.02121159520350452,0.009340044736643405,0.017046814431134816
SolidRotation,5,0.04380490526297207,0.05223239740081923,,,0.9226224061490591,0.9196122734712522,0.13671275564744864,0.11565930137367136,0.4276958721014269,0.41702068117757696,0.105138115234487,0.08579377740355706,95.0,0.008427492137847159,,0.0030101326778069204,0.021053454273777278,0.010675190923849942,0.01934433783092994
SolidRotation,6,0.06651918400310937,0.10270861901569724,,,0.48481557604887093,0.48102794589080156,0.146080105521819,0.12494101918567328,0.2733090245391753,0.2682661198483203,0.11546217688659285,0.10041463180590304,95.0,0.03618943501258787,,0.003787630158069377,0.02113908633614571,0.0050429046908550546,0.015047545080689811
SolidRotation,7,0.028909676432752936,0.008284931717065836,,,0.6340991592382511,0.6197882731024887,0.18789484286238847,0.15845263021169817,0.37015653951899835,0.35626422691967,0.14990182131318708,0.12362138576416824,95.0,-0.0206247447156871,,0.014310886135762368,0.029442212650690303,0.013892312599328327,0.026280435549018835
SolidRotation,8,0.013420980894903298,0.01776360948848978,,,1.0237207446277035,1.021684163480766,0.13979411619615262,0.10997382793530361,0.5512275661502649,0.5440386517374205,0.10664934165500574,0.08731133413785867,95.0,0.0043426285935864815,,0.0020365811469373885,0.02982028826084901,0.007188914412844416,0.019338007517147066
SolidRotation,9,0.09522604114829826,0.09941584347795142,,,0.5317402043679399,0.5271831572509019,0.13911205074933036,0.12339948299359955,0.3039647915916223,0.29482495674870657,0.109612719634367,0.09632698689221945,95.0,0.004189802329653158,,0.004557047117037971,0.015712567755730808,0.00913983484291575,0.013285732742147546
SolidRotation,10,0.07641164334267585,0.12631480350273017,,,0.7043551008026133,0.6917123192936764,0.1771153158685939,0.14046877790073228,0.35895684114921345,0.3396655286632606,0.13666393465429288,0.11099981253596854,95.0,0.04990316016005432,,0.01264278150893694,0.0366465379678616,0.01929131248595284,0.025664122118324348
SolidRotation,11,0.009666649040007701,0.01690693183914409,,,0.6182173678664897,0.6138809220474274,0.14225535889687116,0.12307834098538704,0.3611272147143341,0.3507612649352212,0.11386563059139675,0.09810458227718948,95.0,0.00724028279913639,,0.00433644581906234,0.019177017911484115,0.010365949779112926,0.01576104831420727
SolidRotation,12,0.043311199212212555,0.005654443244553005,,,0.8150224844938846,0.8048431221043731,0.15676048322386726,0.13227764740455875,0.4198519852041766,0.405985260528558,0.12678123460927776,0.10682288668107277,95.0,-0.03765675596765955,,0.010179362389511448,0.02448283581930852,0.013866724675618614,0.019958347928204986
SolidRotation,13,0.10964535729313166,0.11765317390106778,,,0.783991110805593,0.780520819286612,0.1682499941271412,0.15169805247745005,0.42655982115756347,0.4143696650500242,0.13590708723796055,0.12334441400986815,95.0,0.008007816607936119,,0.003470291518981039,0.01655194164969115,0.012190156107539263,0.012562673228092402
SolidRotation,14,0.02589847545495035,0.024433637733327962,,,0.5346128016377476,0.5289650706878457,0.1475007959716146,0.12752072284562305,0.32692818987469235,0.3163929509604006,0.11760665087753187,0.10100022379674488,95.0,-0.001464837721622387,,0.005647730949901897,0.019980073125991565,0.010535238914291756,0.016606427080786995
SolidRotation,15,0.11158376648909739,0.11603651831125182,,,0.6743779162330606,0.6720747726681308,0.1471114709924268,0.1290886637543256,0.41794724956157936,0.4066967574603781,0.1187765764437977,0.10514199684163024,95.0,0.004452751822154433,,0.002303143564929888,0.018022807238101207,0.01125049210120127,0.013634579602167463
SolidRotation,16,0.023037527085769605,0.05527359752369867,,,0.8985590709888145,0.8928083798265943,0.14842326694450983,0.1269526897390928,0.44460702217126774,0.4366621422563164,0.11813516879127683,0.10013359433419174,95.0,0.03223607043792906,,0.005750691162220156,0.021470577205417035,0.007944879914951353,0.0180015744570851
SolidRotation,17,0.072495497086847,0.07538259722325168,,,0.6096153946596505,0.6037215292219742,0.13265087736715492,0.10995999698087917,0.3640781529188506,0.35134468409110836,0.10298323284987389,0.0848220874859824,95.0,0.0028871001364046828,,0.005893865437676338,0.022690880386275744,0.012733468827742234,0.01816114536389149
SolidRotation,18,0.05535652545898477,0.07882388441310348,,,0.5244053176250695,0.5212273690631096,0.13299585676332337,0.11084539789583919,0.2945399751251915,0.28625026445155693,0.10198971519266026,0.08475348867817988,95.0,0.02346735895411871,,0.0031779485619598535,0.02215045886748418,0.008289710673634543,0.017236226514480382
SolidRotation,19,0.05696887069203333,0.04581042484971868,,,0.5717938693866554,0.5648179680035322,0.14483630952597995,0.12425079143515048,0.35309488781003046,0.34216570981145544,0.11205721717369715,0.09521309649461422,95.0,-0.011158445842314652,,0.006975901383123206,0.020585518090829466,0.010929177998575013,0.016844120679082933
LinearShear,0,0.03819231102140305,0.06891191189940508,,,0.17283577422534033,0.15384520985951497,0.9201600497260972,0.919467616582182,0.13885818589957544,0.1232850310185338,0.9037871086671777,0.9064991148920584,95.0,0.030719600878002032,,0.018990564365825358,0.0006924331439152054,0.015573154881041634,-0.0027120062248806587
LinearShear,1,0.07581017799465042,0.09911532147400874,,,0.1687085165303004,0.14900320228143887,0.8984991793410535,0.8963476903319431,0.13459194215330278,0.11919267655457332,0.8827385878113689,0.8840901804543218,95.0,0.023305143479358317,,0.019705314248861516,0.002151489009110441,0.015399265598729464,-0.0013515926429528147
LinearShear,2,0.03639010247213011,0.06834515444190564,,,0.16182427869922295,0.13516349309340445,0.9116356740881201,0.9087390809520804,0.12888744841641872,0.10590732276421849,0.8971674253673151,0.898591231472969,95.0,0.03195505196977553,,0.0266607856058185,0.002896593136039627,0.02298012565220023,-0.0014238061056539575
LinearShear,3,0.06202057561008683,0.039288413978776374,,,0.1579390096274842,0.13298160416487853,0.8887110208543254,0.8809855160121955,0.1291135768182388,0.11012533069485626,0.8748146235166863,0.8712883273550822,95.0,-0.022732161631310456,,0.024957405462605664,0.00772550484212986,0.018988246123382527,0.003526296161604048
LinearShear,4,0.019639331251737373,0.02698311834322865,,,0.1856969329442445,0.15480767877869728,0.9301102903467711,0.9190833254471443,0.14461225232243533,0.11924140243170328,0.9116364713282121,0.9061429273455512,95.0,0.007343787091491277,,0.03088925416554722,0.011026964899626734,0.025370849890732045,0.005493543982660887
LinearShear,5,0.010456093008500384,0.023074012446943865,,,0.14546813205695272,0.12520867873784833,0.9173242677158563,0.9174135268535546,0.11622307298789523,0.1005147715778035,0.9058066373045393,0.9089227102122005,95.0,0.012617919438443481,,0.020259453319104392,-8.92591376983054e-05,0.015708301410091732,-0.0031160729076612492
LinearShear,6,0.03357096395530267,0.0738187011809756,,,0.1518401092924232,0.12952287110587452,0.918163209250091,0.9146853330830497,0.12039276892704148,0.10471290839951682,0.905557684971726,0.9054568308716444,95.0,0.040247737225672924,,0.022317238186548682,0.003477876167041316,0.015679860527524667,0.00010085410008153772
LinearShear,7,0.06260529562828705,0.07532498273037534,,,0.20030109407591357,0.17608714523275745,0.9312305595300883,0.9260299095570634,0.15726028168922937,0.13911455773389986,0.909771864271863,0.909477268233209,95.0,0.01271968710208829,,0.024213948843156113,0.005200649973024829,0.018145723955329512,0.00029459603865400474
LinearShear,8,0.04032436086398378,0.07247356334792074,,,0.15658131832783162,0.14328294773575184,0.8750913390038435,0.8748031709966015,0.12808544559070356,0.11818692768161401,0.8618106641513871,0.8637941508422584,95.0,0.03214920248393696,,0.013298370592079778,0.00028816800724196234,0.00989851790908955,-0.001983486690871339
LinearShear,9,0.10648367923518744,0.06818228168550834,,,0.1552654638478181,0.1406770855455176,0.8991074431952609,0.9013402739402886,0.12410140355120201,0.11017393431069875,0.8858307337457757,0.8904246534900174,95.0,-0.038301397549679095,,0.014588378302300503,-0.0022328307450276696,0.013927469240503268,-0.004593919744241726
LinearShear,10,0.0008136126818244115,0.019588948401858746,,,0.20041234162390678,0.1750420867534466,0.9073625476389812,0.9064149852595751,0.15797558553182722,0.1384518348741444,0.8850799229212214,0.889472899334864,95.0,0.018775335720034335,,0.025370254870460185,0.000947562379406075,0.01952375065768283,-0.0043929764136425575
LinearShear,11,0.16939332515009353,0.2197606670879954,,,0.1637371256444175,0.1473897123129166,0.8869505953787605,0.8862573603306306,0.12827893492245732,0.11542662303876164,0.8718932798923459,0.8740134872916943,95.0,0.05036734193790188,,0.016347413331500915,0.0006932350481299032,0.012852311883695677,-0.0021202073993483728
LinearShear,12,0.031125273600703166,0.03448504849484516,,,0.1748752081359923,0.15860491127098583,0.912452762108613,0.9127110303106069,0.1382082240183792,0.12362788291183652,0.8956279648696288,0.8989120046832397,95.0,0.003359774894141996,,0.016270296865006473,-0.0002582682019938165,0.014580341106542688,-0.0032840398136109172
LinearShear,13,0.07028832779168975,0.07036760897136526,,,0.2108742737889876,0.18098590682950053,0.899775095238861,0.8972016887062318,0.1677643054012789,0.14865313197534527,0.8752413766525311,0.8791652795514258,95.0,7.928117967551107e-05,,0.029888366959487073,0.0025734065326291633,0.01911117342593363,-0.00392390289889466
LinearShear,14,0.004410942244683879,0.0020208384559112134,,,0.17993146256667342,0.1409475525490778,0.9157766663394481,0.9157637320105574,0.13741540110735254,0.11040704632315865,0.8979540276184235,0.9049037149883457,95.0,-0.002390103788772666,,0.03898391001759563,1.2934328890712443e-05,0.02700835478419389,-0.006949687369922186
LinearShear,15,0.11066107546229768,0.14725075283600234,,,0.16236576030965502,0.1438949761964318,0.9062451730921457,0.9027161357949409,0.12875016002716935,0.11245254353208664,0.8914667435834652,0.8910287513858376,95.0,0.03658967737370465,,0.018470784113223226,0.0035290372972047734,0.016297616495082712,0.00043799219762763464
LinearShear,16,0.03959954989706509,0.021220863515563057,,,0.18530919352213962,0.15896843383262416,0.8899129199595158,0.8848242500949133,0.14516289538719654,0.12352130619381638,0.8709620979697811,0.8708463511831791,95.0,-0.01837868638150203,,0.026340759689515464,0.005088669864602546,0.021641589193380162,0.0001157467866019779
LinearShear,17,0.07870765451737295,0.11776145930160885,,,0.16135895528449842,0.13990707633859303,0.8804537008230137,0.8785227248361547,0.12740907254064693,0.1111738808928955,0.8660109103966397,0.8676858891081526,95.0,0.039053804784235896,,0.02145187894590539,0.0019309759868589849,0.016235191647751432,-0.0016749787115128978
LinearShear,18,0.055767486403441154,0.047175428825950536,,,0.16325227862704808,0.13785975913867654,0.8749067313739947,0.868203163051443,0.12770369249712918,0.1074477673287493,0.8603874018592493,0.8581127450330469,95.0,-0.008592057577490618,,0.02539251948837154,0.006703568322551701,0.020255925168379874,0.002274656826202426
LinearShear,19,0.002467206734715831,0.013170302288198548,,,0.16285436201876702,0.1450365087507967,0.917958518604532,0.9154488725676996,0.1269219502604045,0.11238649506389847,0.9034764799070376,0.9039452817171371,95.0,0.010703095553482717,,0.017817853267970307,0.002509646036832458,0.014535455196506036,-0.00046880181009945066
